spkid,pdes,full_name,neo,pha,class,moid,e,a,q,i,per,H,diameter,albedo,condition_code,data_arc,n_obs_used
20001917,1917,  1917 Cuyo (1968 AA),Y,N,AMO,.071792,.5054274556087749,2.149231527449262,1.062950905016421,23.95606773979055,1150.86194819042,14.38,5.7,0.195,0,26337,4305
20001943,1943,  1943 Anteros (1973 EC),Y,N,AMO,.0625541,.2561964014485422,1.431020514064791,1.064398207962348,8.708585797499484,625.2694588364014,15.66,2.3,0.17,0,19548,7492
20001980,1980,  1980 Tezcatlipoca (1950 LA),Y,N,AMO,.244922,.3646568494036361,1.709553121896733,1.08615286657772,26.86860047014339,816.4363406613376,13.80,4.3,0.25,0,27850,9906
20001981,1981,  1981 Midas (1973 EA),Y,Y,APO,.00384584,.6504314469810176,1.776231868547232,.620914804114259,39.82205969987218,864.6650668867737,15.28,3.4,,0,19295,2498
20002059,2059,  2059 Baboquivari (1963 UA),Y,N,AMO,.245255,.5314016016636036,2.642125049017742,1.238095566174187,11.01873885953402,1568.658761683946,15.98,,,0,22830,1561
20002061,2061,  2061 Anza (1960 UA),Y,N,AMO,.0548512,.535915382136695,2.265042877034124,1.051171558032383,3.801523678001481,1245.125330080632,16.70,2.6,,0,23892,2041
20002062,2062,  2062 Aten (1976 AA),Y,N,ATE,.113307,.1828582815030813,.9669667478344453,.7901488700548153,18.93555636228816,347.3087592635159,17.11,1.1,0.26,0,23339,1024
20002063,2063,  2063 Bacchus (1977 HB),Y,N,APO,.0669776,.3492309859328742,1.07750077173387,.7012041148778181,9.432222639330311,408.5308067903,17.21,1.024,0.203,0,17584,1561
20002100,2100,  2100 Ra-Shalom (1978 RA),Y,N,ATE,.149703,.436499569805015,.8320380956623273,.4688538248443376,15.75910219462338,277.2127772732746,16.24,2.3,0.13,0,18599,4245
20002101,2101,  2101 Adonis (1936 CA),Y,Y,APO,.0114957,.7641209908755124,1.873783680426323,.4419862378525967,1.319989940107121,936.8662739043245,18.69,0.6,,0,32656,155
20002102,2102,  2102 Tantalus (1975 YA),Y,Y,APO,.0425508,.2993525411875109,1.290074865084854,.9038876758995675,64.00427834487186,535.2057832353406,15.99,1.649,0.245,0,18481,2349
20002135,2135,  2135 Aristaeus (1977 HA),Y,Y,APO,.00967484,.5030586306182083,1.599739533568636,.7949767544657869,23.07163208204,739.0474843492262,18.05,,,1,15749,61
20002201,2201,  2201 Oljato (1947 XC),Y,Y,APO,.00270585,.7108613720406038,2.178570754316267,.6299089588154722,2.521727702918088,1174.507868823981,15.32,1.80,0.4328,0,34619,1897
20002202,2202,  2202 Pele (1972 RA),Y,N,AMO,.143086,.5127886077176332,2.290566107544751,1.11598990237168,8.742829310334674,1266.230214751645,16.99,,,0,19571,1409
20002212,2212,  2212 Hephaistos (1978 SB),Y,N,APO,.111867,.8346014015275484,2.167363839741866,.3584789414731759,11.20080397938433,1165.456750920303,13.45,5.7,0.163,0,17521,5464
20002329,2329,  2329 Orthos (1976 WA),Y,N,APO,.0936745,.6532406969716966,2.412437431614276,.8365351223859566,24.49648504200215,1368.618841294837,14.57,,,0,18174,1999
20002340,2340,  2340 Hathor (1976 UA),Y,Y,ATE,.00639696,.4499561430699934,.8437498723561032,.4640994340749517,5.860185941757463,283.0864009980471,20.41,0.3,,0,16477,572
20002368,2368,  2368 Beltrovata (1977 RA),Y,N,AMO,.232044,.4134502338181753,2.105026849801995,1.234703006557823,5.223867907368374,1115.539329459112,15.18,2.3,0.27,0,17908,3129
20002608,2608,  2608 Seneca (1978 DA),Y,N,AMO,.154252,.5647258381437779,2.530532335321208,1.101475341307007,14.42900309972171,1470.334892391608,17.48,0.9,0.21,1,16284,83
20003102,3102,  3102 Krok (1981 QA),Y,N,AMO,.183852,.4491524842840965,2.15144224140984,1.185116613886866,8.442490783035382,1152.638081205689,16.16,1.6,,0,16182,2950
20003103,3103,  3103 Eger (1982 BB),Y,N,APO,.0791329,.3541203011082182,1.404035848121937,.9068382508182643,20.9308985440047,607.6670970313172,15.30,1.5,0.64,0,16309,8974
20003122,3122,  3122 Florence (1981 ET3),Y,Y,AMO,.0438758,.4232224394609472,1.768952762122564,1.020292258845872,22.14242023332167,859.3553408964168,14.08,4.9,0.231,0,17341,10321
20003199,3199,  3199 Nefertiti (1982 RA),Y,N,AMO,.21537,.2840602814848024,1.574519771795496,1.127261242215881,32.96059209172675,721.6400115028317,14.99,2.2,0.42,0,15656,4141
20003200,3200,  3200 Phaethon (1983 TB),Y,Y,APO,.0187322,.8896722843692159,1.271464620920411,.1402777871315099,22.31052728047163,523.6665664767817,14.38,6.25,0.1066,0,15468,8544
20003271,3271,  3271 Ul (1982 RB),Y,N,AMO,.276766,.3954280471617143,2.102524097780285,1.271127099684582,25.07675705943864,1113.550455807777,16.55,,,0,15854,315
20003288,3288,  3288 Seleucus (1982 DV),Y,N,AMO,.10629,.4545391298517582,2.03442342547713,1.109698371910722,5.925642409381862,1059.88915582437,15.34,2.8,0.22,0,16271,2860
20003352,3352,  3352 McAuliffe (1981 CW),Y,N,AMO,.20252,.3691300172873332,1.879004392730827,1.185407468759122,4.771338167685934,940.7844272973002,15.93,,,0,16656,3199
20003360,3360,  3360 Syrinx (1981 VA),Y,N,APO,.108698,.7483300902564326,2.465019623155354,.6203712660756305,21.01136495171533,1413.608012731935,16.03,1.8,0.17,0,16137,674
20003361,3361,  3361 Orpheus (1982 HR),Y,Y,APO,.0144865,.3227822723951292,1.20947959321331,.819081021700381,2.646502985515577,485.8433298202351,19.50,0.3,0.357,0,16130,3216
